ordem,arquivo,xOff,yOff,xSize,ySize
70,25_780.ecw,120000,460000,20000,20000
71,26_765.ecw,140000,760000,20000,20000
72,26_766.ecw,140000,740000,20000,20000
73,26_767.ecw,140000,720000,20000,20000
74,26_768.ecw,140000,700000,20000,20000
75,26_769.ecw,140000,680000,20000,20000
76,26_770.ecw,140000,660000,20000,20000
77,26_771.ecw,140000,640000,20000,20000
78,26_772.ecw,140000,620000,20000,20000
79,26_773.ecw,140000,600000,20000,20000
80,26_774.ecw,140000,580000,20000,20000
81,26_775.ecw,140000,560000,20000,20000
82,26_776.ecw,140000,540000,20000,20000
83,26_777.ecw,140000,520000,20000,20000
84,26_778.ecw,140000,500000,20000,20000
85,26_779.ecw,140000,480000,20000,20000
86,26_780.ecw,140000,460000,20000,20000
87,26_792.ecw,140000,220000,20000,20000
88,26_793.ecw,140000,200000,20000,20000
89,26_796.ecw,140000,140000,20000,20000
90,26_797.ecw,140000,120000,20000,20000
91,27_765.ecw,160000,760000,20000,20000
92,27_766.ecw,160000,740000,20000,20000
93,27_767.ecw,160000,720000,20000,20000
94,27_768.ecw,160000,700000,20000,20000
95,27_769.ecw,160000,680000,20000,20000
96,27_770.ecw,160000,660000,20000,20000
97,27_771.ecw,160000,640000,20000,20000
98,27_772.ecw,160000,620000,20000,20000
99,27_773.ecw,160000,600000,20000,20000
100,27_774.ecw,160000,580000,20000,20000
101,27_775.ecw,160000,560000,20000,20000
102,27_776.ecw,160000,540000,20000,20000
103,27_777.ecw,160000,520000,20000,20000
104,27_778.ecw,160000,500000,20000,20000
105,27_779.ecw,160000,480000,20000,20000
106,27_780.ecw,160000,460000,20000,20000
107,27_781.ecw,160000,440000,20000,20000
108,27_782.ecw,160000,420000,20000,20000
109,27_783.ecw,160000,400000,20000,20000
110,27_784.ecw,160000,380000,20000,20000
111,27_791.ecw,160000,240000,20000,20000
112,27_792.ecw,160000,220000,20000,20000
113,27_793.ecw,160000,200000,20000,20000
114,27_796.ecw,160000,140000,20000,20000
115,27_797.ecw,160000,120000,20000,20000
116,27_798.ecw,160000,100000,20000,20000
117,27_799.ecw,160000,80000,20000,20000
118,28_765.ecw,180000,760000,20000,20000
119,28_766.ecw,180000,740000,20000,20000
120,28_767.ecw,180000,720000,20000,20000
121,28_768.ecw,180000,700000,20000,20000
122,28_769.ecw,180000,680000,20000,20000
123,28_770.ecw,180000,660000,20000,20000
124,28_771.ecw,180000,640000,20000,20000
125,28_772.ecw,180000,620000,20000,20000
126,28_773.ecw,180000,600000,20000,20000
127,28_774.ecw,180000,580000,20000,20000
128,28_775.ecw,180000,560000,20000,20000
129,28_776.ecw,180000,540000,20000,20000
130,28_777.ecw,180000,520000,20000,20000
131,28_778.ecw,180000,500000,20000,20000
132,28_779.ecw,180000,480000,20000,20000
133,28_780.ecw,180000,460000,20000,20000
134,28_781.ecw,180000,440000,20000,20000
135,28_782.ecw,180000,420000,20000,20000
136,28_783.ecw,180000,400000,20000,20000
137,28_784.ecw,180000,380000,20000,20000
138,28_785.ecw,180000,360000,20000,20000
139,28_789.ecw,180000,280000,20000,20000
140,28_790.ecw,180000,260000,20000,20000
141,28_791.ecw,180000,240000,20000,20000
142,28_792.ecw,180000,220000,20000,20000
143,28_794.ecw,180000,180000,20000,20000
144,28_795.ecw,180000,160000,20000,20000
145,28_796.ecw,180000,140000,20000,20000
146,28_797.ecw,180000,120000,20000,20000
147,28_798.ecw,180000,100000,20000,20000
148,28_799.ecw,180000,80000,20000,20000
149,28_800.ecw,180000,60000,20000,20000
150,29_765.ecw,200000,760000,20000,20000
151,29_766.ecw,200000,740000,20000,20000
152,29_767.ecw,200000,720000,20000,20000
153,29_768.ecw,200000,700000,20000,20000
154,29_769.ecw,200000,680000,20000,20000
155,29_770.ecw,200000,660000,20000,20000
156,29_771.ecw,200000,640000,20000,20000
157,29_772.ecw,200000,620000,20000,20000
158,29_773.ecw,200000,600000,20000,20000
159,29_774.ecw,200000,580000,20000,20000
160,29_775.ecw,200000,560000,20000,20000
161,29_776.ecw,200000,540000,20000,20000
162,29_777.ecw,200000,520000,20000,20000
163,29_778.ecw,200000,500000,20000,20000
164,29_779.ecw,200000,480000,20000,20000
165,29_780.ecw,200000,460000,20000,20000
166,29_781.ecw,200000,440000,20000,20000
167,29_782.ecw,200000,420000,20000,20000
168,29_783.ecw,200000,400000,20000,20000
169,29_784.ecw,200000,380000,20000,20000
170,29_785.ecw,200000,360000,20000,20000
171,29_786.ecw,200000,340000,20000,20000
172,29_787.ecw,200000,320000,20000,20000
173,29_788.ecw,200000,300000,20000,20000
174,29_789.ecw,200000,280000,20000,20000
175,29_790.ecw,200000,260000,20000,20000
176,29_791.ecw,200000,240000,20000,20000
177,29_792.ecw,200000,220000,20000,20000
178,29_793.ecw,200000,200000,20000,20000
179,29_794.ecw,200000,180000,20000,20000
180,29_795.ecw,200000,160000,20000,20000
181,29_796.ecw,200000,140000,20000,20000
182,29_797.ecw,200000,120000,20000,20000
183,29_798.ecw,200000,100000,20000,20000
184,29_799.ecw,200000,80000,20000,20000
185,29_800.ecw,200000,60000,20000,20000
186,29_801.ecw,200000,40000,20000,20000
187,29_802.ecw,200000,20000,20000,20000
188,30_766.ecw,220000,740000,20000,20000
189,30_767.ecw,220000,720000,20000,20000
190,30_768.ecw,220000,700000,20000,20000
191,30_769.ecw,220000,680000,20000,20000
192,30_770.ecw,220000,660000,20000,20000
193,30_771.ecw,220000,640000,20000,20000
194,30_772.ecw,220000,620000,20000,20000
195,30_773.ecw,220000,600000,20000,20000
196,30_774.ecw,220000,580000,20000,20000
197,30_775.ecw,220000,560000,20000,20000
198,30_776.ecw,220000,540000,20000,20000
199,30_777.ecw,220000,520000,20000,20000
200,30_778.ecw,220000,500000,20000,20000
201,30_779.ecw,220000,480000,20000,20000
202,30_780.ecw,220000,460000,20000,20000
203,30_781.ecw,220000,440000,20000,20000
204,30_782.ecw,220000,420000,20000,20000
205,30_783.ecw,220000,400000,20000,20000
206,30_784.ecw,220000,380000,20000,20000
207,30_785.ecw,220000,360000,20000,20000
208,30_786.ecw,220000,340000,20000,20000
209,30_787.ecw,220000,320000,20000,20000
210,30_788.ecw,220000,300000,20000,20000
211,30_789.ecw,220000,280000,20000,20000
212,30_790.ecw,220000,260000,20000,20000
213,30_791.ecw,220000,240000,20000,20000
214,30_792.ecw,220000,220000,20000,20000
215,30_793.ecw,220000,200000,20000,20000
216,30_794.ecw,220000,180000,20000,20000
217,30_795.ecw,220000,160000,20000,20000
218,30_796.ecw,220000,140000,20000,20000
219,30_797.ecw,220000,120000,20000,20000
220,30_798.ecw,220000,100000,20000,20000
221,30_799.ecw,220000,80000,20000,20000
222,30_800.ecw,220000,60000,20000,20000
223,30_801.ecw,220000,40000,20000,20000
224,30_802.ecw,220000,20000,20000,20000
225,31_768.ecw,240000,700000,20000,20000
226,31_769.ecw,240000,680000,20000,20000
227,31_770.ecw,240000,660000,20000,20000
228,31_771.ecw,240000,640000,20000,20000
229,31_772.ecw,240000,620000,20000,20000
230,31_773.ecw,240000,600000,20000,20000
231,31_774.ecw,240000,580000,20000,20000
232,31_775.ecw,240000,560000,20000,20000
233,31_776.ecw,240000,540000,20000,20000
234,31_777.ecw,240000,520000,20000,20000
235,31_778.ecw,240000,500000,20000,20000
236,31_779.ecw,240000,480000,20000,20000
237,31_780.ecw,240000,460000,20000,20000
238,31_781.ecw,240000,440000,20000,20000
239,31_782.ecw,240000,420000,20000,20000
240,31_783.ecw,240000,400000,20000,20000
241,31_784.ecw,240000,380000,20000,20000
242,31_785.ecw,240000,360000,20000,20000
243,31_786.ecw,240000,340000,20000,20000
244,31_787.ecw,240000,320000,20000,20000
245,31_788.ecw,240000,300000,20000,20000
246,31_789.ecw,240000,280000,20000,20000
247,31_790.ecw,240000,260000,20000,20000
248,31_791.ecw,240000,240000,20000,20000
249,31_792.ecw,240000,220000,20000,20000
250,31_793.ecw,240000,200000,20000,20000
251,31_794.ecw,240000,180000,20000,20000
252,31_795.ecw,240000,160000,20000,20000
253,31_796.ecw,240000,140000,20000,20000
254,31_797.ecw,240000,120000,20000,20000
255,31_798.ecw,240000,100000,20000,20000
256,31_799.ecw,240000,80000,20000,20000
257,31_800.ecw,240000,60000,20000,20000
258,31_801.ecw,240000,40000,20000,20000
259,31_802.ecw,240000,20000,20000,20000
260,32_770.ecw,260000,660000,20000,20000
261,32_771.ecw,260000,640000,20000,20000
262,32_772.ecw,260000,620000,20000,20000
263,32_773.ecw,260000,600000,20000,20000
264,32_774.ecw,260000,580000,20000,20000
265,32_775.ecw,260000,560000,20000,20000
266,32_776.ecw,260000,540000,20000,20000
267,32_777.ecw,260000,520000,20000,20000
268,32_778.ecw,260000,500000,20000,20000
269,32_779.ecw,260000,480000,20000,20000
270,32_780.ecw,260000,460000,20000,20000
271,32_781.ecw,260000,440000,20000,20000
272,32_782.ecw,260000,420000,20000,20000
273,32_783.ecw,260000,400000,20000,20000
274,32_784.ecw,260000,380000,20000,20000
275,32_785.ecw,260000,360000,20000,20000
276,32_786.ecw,260000,340000,20000,20000
277,32_787.ecw,260000,320000,20000,20000
278,32_788.ecw,260000,300000,20000,20000
279,32_789.ecw,260000,280000,20000,20000
280,32_790.ecw,260000,260000,20000,20000
281,32_791.ecw,260000,240000,20000,20000
282,32_792.ecw,260000,220000,20000,20000
283,32_793.ecw,260000,200000,20000,20000
284,32_794.ecw,260000,180000,20000,20000
285,32_795.ecw,260000,160000,20000,20000
286,32_796.ecw,260000,140000,20000,20000
287,32_797.ecw,260000,120000,20000,20000
288,32_798.ecw,260000,100000,20000,20000
289,32_799.ecw,260000,80000,20000,20000
290,32_800.ecw,260000,60000,20000,20000
291,32_801.ecw,260000,40000,20000,20000
292,32_802.ecw,260000,20000,20000,20000
293,33_770.ecw,280000,660000,20000,20000
294,33_771.ecw,280000,640000,20000,20000
295,33_772.ecw,280000,620000,20000,20000
296,33_773.ecw,280000,600000,20000,20000
297,33_774.ecw,280000,580000,20000,20000
298,33_775.ecw,280000,560000,20000,20000
299,33_776.ecw,280000,540000,20000,20000
300,33_777.ecw,280000,520000,20000,20000
301,33_778.ecw,280000,500000,20000,20000
302,33_779.ecw,280000,480000,20000,20000
303,33_780.ecw,280000,460000,20000,20000
304,33_781.ecw,280000,440000,20000,20000
305,33_782.ecw,280000,420000,20000,20000
306,33_783.ecw,280000,400000,20000,20000
307,33_784.ecw,280000,380000,20000,20000
308,33_785.ecw,280000,360000,20000,20000
309,33_786.ecw,280000,340000,20000,20000
310,33_787.ecw,280000,320000,20000,20000
311,33_788.ecw,280000,300000,20000,20000
312,33_789.ecw,280000,280000,20000,20000
313,33_790.ecw,280000,260000,20000,20000
314,33_791.ecw,280000,240000,20000,20000
315,33_792.ecw,280000,220000,20000,20000
316,33_793.ecw,280000,200000,20000,20000
317,33_794.ecw,280000,180000,20000,20000
318,33_795.ecw,280000,160000,20000,20000
319,33_796.ecw,280000,140000,20000,20000
320,33_797.ecw,280000,120000,20000,20000
321,33_798.ecw,280000,100000,20000,20000
322,33_799.ecw,280000,80000,20000,20000
323,33_800.ecw,280000,60000,20000,20000
324,33_801.ecw,280000,40000,20000,20000
325,33_802.ecw,280000,20000,20000,20000
326,33_803.ecw,280000,0,20000,20000
327,34_771.ecw,300000,640000,20000,20000
328,34_772.ecw,300000,620000,20000,20000
329,34_773.ecw,300000,600000,20000,20000
330,34_774.ecw,300000,580000,20000,20000
331,34_775.ecw,300000,560000,20000,20000
332,34_776.ecw,300000,540000,20000,20000
333,34_777.ecw,300000,520000,20000,20000
334,34_778.ecw,300000,500000,20000,20000
335,34_779.ecw,300000,480000,20000,20000
336,34_780.ecw,300000,460000,20000,20000
337,34_781.ecw,300000,440000,20000,20000
338,34_782.ecw,300000,420000,20000,20000
339,34_783.ecw,300000,400000,20000,20000
340,34_784.ecw,300000,380000,20000,20000
341,34_785.ecw,300000,360000,20000,20000
342,34_786.ecw,300000,340000,20000,20000
343,34_787.ecw,300000,320000,20000,20000
344,34_788.ecw,300000,300000,20000,20000
345,34_789.ecw,300000,280000,20000,20000
346,34_790.ecw,300000,260000,20000,20000
347,34_791.ecw,300000,240000,20000,20000
348,34_792.ecw,300000,220000,20000,20000
349,34_793.ecw,300000,200000,20000,20000
350,34_794.ecw,300000,180000,20000,20000
351,34_795.ecw,300000,160000,20000,20000
352,34_796.ecw,300000,140000,20000,20000
353,34_797.ecw,300000,120000,20000,20000
354,34_798.ecw,300000,100000,20000,20000
355,34_799.ecw,300000,80000,20000,20000
356,34_800.ecw,300000,60000,20000,20000
357,34_801.ecw,300000,40000,20000,20000
358,34_802.ecw,300000,20000,20000,20000
359,35_772.ecw,320000,620000,20000,20000
360,35_773.ecw,320000,600000,20000,20000
361,35_774.ecw,320000,580000,20000,20000
362,35_775.ecw,320000,560000,20000,20000
363,35_776.ecw,320000,540000,20000,20000
364,35_777.ecw,320000,520000,20000,20000
365,35_778.ecw,320000,500000,20000,20000
366,35_779.ecw,320000,480000,20000,20000
367,35_780.ecw,320000,460000,20000,20000
368,35_781.ecw,320000,440000,20000,20000
369,35_782.ecw,320000,420000,20000,20000
370,35_783.ecw,320000,400000,20000,20000
371,35_784.ecw,320000,380000,20000,20000
372,35_785.ecw,320000,360000,20000,20000
373,35_786.ecw,320000,340000,20000,20000
374,35_787.ecw,320000,320000,20000,20000
375,35_788.ecw,320000,300000,20000,20000
376,35_789.ecw,320000,280000,20000,20000
377,35_790.ecw,320000,260000,20000,20000
378,35_791.ecw,320000,240000,20000,20000
379,35_792.ecw,320000,220000,20000,20000
380,35_793.ecw,320000,200000,20000,20000
381,35_794.ecw,320000,180000,20000,20000
382,35_795.ecw,320000,160000,20000,20000
383,35_796.ecw,320000,140000,20000,20000
384,35_797.ecw,320000,120000,20000,20000
385,35_798.ecw,320000,100000,20000,20000
386,35_799.ecw,320000,80000,20000,20000
387,35_800.ecw,320000,60000,20000,20000
388,35_801.ecw,320000,40000,20000,20000
389,35_802.ecw,320000,20000,20000,20000
390,36_774.ecw,340000,580000,20000,20000
391,36_775.ecw,340000,560000,20000,20000
392,36_776.ecw,340000,540000,20000,20000
393,36_777.ecw,340000,520000,20000,20000
394,36_778.ecw,340000,500000,20000,20000
395,36_779.ecw,340000,480000,20000,20000
396,36_780.ecw,340000,460000,20000,20000
397,36_781.ecw,340000,440000,20000,20000
398,36_782.ecw,340000,420000,20000,20000
399,36_783.ecw,340000,400000,20000,20000
400,36_784.ecw,340000,380000,20000,20000
401,36_785.ecw,340000,360000,20000,20000
402,36_786.ecw,340000,340000,20000,20000
403,36_787.ecw,340000,320000,20000,20000
404,36_788.ecw,340000,300000,20000,20000
405,36_789.ecw,340000,280000,20000,20000
406,36_790.ecw,340000,260000,20000,20000
407,36_791.ecw,340000,240000,20000,20000
408,36_792.ecw,340000,220000,20000,20000
409,36_793.ecw,340000,200000,20000,20000
410,36_794.ecw,340000,180000,20000,20000
411,36_795.ecw,340000,160000,20000,20000
412,36_796.ecw,340000,140000,20000,20000
413,36_797.ecw,340000,120000,20000,20000
414,36_798.ecw,340000,100000,20000,20000
415,36_799.ecw,340000,80000,20000,20000
416,36_800.ecw,340000,60000,20000,20000
417,36_801.ecw,340000,40000,20000,20000
418,36_802.ecw,340000,20000,20000,20000
419,37_776.ecw,360000,540000,20000,20000
420,37_777.ecw,360000,520000,20000,20000
421,37_778.ecw,360000,500000,20000,20000
422,37_779.ecw,360000,480000,20000,20000
423,37_780.ecw,360000,460000,20000,20000
424,37_781.ecw,360000,440000,20000,20000
425,37_782.ecw,360000,420000,20000,20000
426,37_783.ecw,360000,400000,20000,20000
427,37_784.ecw,360000,380000,20000,20000
428,37_785.ecw,360000,360000,20000,20000
429,37_786.ecw,360000,340000,20000,20000
430,37_787.ecw,360000,320000,20000,20000
431,37_788.ecw,360000,300000,20000,20000
432,37_789.ecw,360000,280000,20000,20000
433,37_790.ecw,360000,260000,20000,20000
434,37_791.ecw,360000,240000,20000,20000
435,37_792.ecw,360000,220000,20000,20000
436,37_793.ecw,360000,200000,20000,20000
437,37_794.ecw,360000,180000,20000,20000
438,37_795.ecw,360000,160000,20000,20000
439,37_796.ecw,360000,140000,20000,20000
440,37_797.ecw,360000,120000,20000,20000
441,37_798.ecw,360000,100000,20000,20000
442,37_799.ecw,360000,80000,20000,20000
443,37_800.ecw,360000,60000,20000,20000
444,37_801.ecw,360000,40000,20000,20000
445,37_802.ecw,360000,20000,20000,20000
446,38_779.ecw,380000,480000,20000,20000
447,38_780.ecw,380000,460000,20000,20000
448,38_781.ecw,380000,440000,20000,20000
449,38_782.ecw,380000,420000,20000,20000
450,38_783.ecw,380000,400000,20000,20000
451,38_784.ecw,380000,380000,20000,20000
452,38_785.ecw,380000,360000,20000,20000
453,38_786.ecw,380000,340000,20000,20000
454,38_787.ecw,380000,320000,20000,20000
455,38_788.ecw,380000,300000,20000,20000
456,38_789.ecw,380000,280000,20000,20000
457,38_790.ecw,380000,260000,20000,20000
458,38_791.ecw,380000,240000,20000,20000
459,38_792.ecw,380000,220000,20000,20000
460,38_793.ecw,380000,200000,20000,20000
461,38_794.ecw,380000,180000,20000,20000
462,38_795.ecw,380000,160000,20000,20000
463,38_796.ecw,380000,140000,20000,20000
464,38_797.ecw,380000,120000,20000,20000
465,38_798.ecw,380000,100000,20000,20000
466,38_799.ecw,380000,80000,20000,20000
467,38_800.ecw,380000,60000,20000,20000
468,38_801.ecw,380000,40000,20000,20000
469,39_781.ecw,400000,440000,20000,20000
470,39_782.ecw,400000,420000,20000,20000
471,39_783.ecw,400000,400000,20000,20000
472,39_784.ecw,400000,380000,20000,20000
473,39_785.ecw,400000,360000,20000,20000
474,39_786.ecw,400000,340000,20000,20000
475,39_787.ecw,400000,320000,20000,20000
476,39_788.ecw,400000,300000,20000,20000
477,39_789.ecw,400000,280000,20000,20000
478,39_790.ecw,400000,260000,20000,20000
479,39_791.ecw,400000,240000,20000,20000
480,39_792.ecw,400000,220000,20000,20000
481,39_793.ecw,400000,200000,20000,20000
482,39_794.ecw,400000,180000,20000,20000
483,39_795.ecw,400000,160000,20000,20000
484,39_796.ecw,400000,140000,20000,20000
485,39_797.ecw,400000,120000,20000,20000
486,39_798.ecw,400000,100000,20000,20000
487,39_799.ecw,400000,80000,20000,20000
488,39_800.ecw,400000,60000,20000,20000
489,40_782.ecw,420000,420000,20000,20000
490,40_783.ecw,420000,400000,20000,20000
491,40_784.ecw,420000,380000,20000,20000
492,40_785.ecw,420000,360000,20000,20000
493,40_786.ecw,420000,340000,20000,20000
494,40_787.ecw,420000,320000,20000,20000
495,40_788.ecw,420000,300000,20000,20000
496,40_789.ecw,420000,280000,20000,20000
497,40_790.ecw,420000,260000,20000,20000
498,40_791.ecw,420000,240000,20000,20000
499,40_792.ecw,420000,220000,20000,20000
500,40_793.ecw,420000,200000,20000,20000
501,40_794.ecw,420000,180000,20000,20000
502,40_795.ecw,420000,160000,20000,20000
503,40_796.ecw,420000,140000,20000,20000
504,40_797.ecw,420000,120000,20000,20000
505,40_798.ecw,420000,100000,20000,20000
506,40_799.ecw,420000,80000,20000,20000
507,40_800.ecw,420000,60000,20000,20000
508,41_783.ecw,440000,400000,20000,20000
509,41_784.ecw,440000,380000,20000,20000
510,41_785.ecw,440000,360000,20000,20000
511,41_786.ecw,440000,340000,20000,20000
512,41_787.ecw,440000,320000,20000,20000
513,41_788.ecw,440000,300000,20000,20000
514,41_789.ecw,440000,280000,20000,20000
515,41_790.ecw,440000,260000,20000,20000
516,41_791.ecw,440000,240000,20000,20000
517,41_792.ecw,440000,220000,20000,20000
518,41_793.ecw,440000,200000,20000,20000
519,41_794.ecw,440000,180000,20000,20000
520,41_795.ecw,440000,160000,20000,20000
521,41_796.ecw,440000,140000,20000,20000
522,41_797.ecw,440000,120000,20000,20000
523,41_798.ecw,440000,100000,20000,20000
524,41_799.ecw,440000,80000,20000,20000
525,42_779.ecw,460000,80000,20000,20000
526,42_784.ecw,460000,380000,20000,20000
527,42_785.ecw,460000,360000,20000,20000
528,42_786.ecw,460000,340000,20000,20000
529,42_787.ecw,460000,320000,20000,20000
530,42_788.ecw,460000,300000,20000,20000
531,42_789.ecw,460000,280000,20000,20000
532,42_790.ecw,460000,260000,20000,20000
533,42_791.ecw,460000,240000,20000,20000
534,42_792.ecw,460000,220000,20000,20000
535,42_793.ecw,460000,200000,20000,20000
536,42_794.ecw,460000,180000,20000,20000
537,42_795.ecw,460000,160000,20000,20000
538,42_796.ecw,460000,140000,20000,20000
539,42_797.ecw,460000,120000,20000,20000
540,42_798.ecw,460000,100000,20000,20000
541,43_798.ecw,480000,100000,20000,20000
