ordem,arquivo,xOff,yOff,xSize,ySize
39,23_772.ecw,123225.250022536,1208134.32368985,40001,40001
40,23_773.ecw,123225.2500252,1168134.32369094,40001,40001
41,23_774.ecw,123225.250027843,1128134.32369203,40001,40001
42,23_775.ecw,123225.250030464,1088134.32369313,40001,40001
43,23_776.ecw,123225.250033062,1048134.32369423,40001,40001
44,23_777.ecw,123225.250035646,1029844.64701566,40001,18290
45,24_766.ecw,163225.250064572,1448134.32368466,40001,35893
46,24_767.ecw,163225.250065741,1408134.32368573,40001,40000
47,24_768.ecw,163225.250067882,1368134.32368682,40001,40000
48,24_769.ecw,163225.250070005,1328134.3236879,40001,40000
49,24_770.ecw,163225.250072111,1288134.32368898,40001,40000
50,24_771.ecw,163225.250074198,1248134.32369007,40001,40000
51,24_772.ecw,163225.250076271,1208134.32369116,40001,40000
52,24_773.ecw,163225.250078326,1168134.32369224,40001,40000
53,24_774.ecw,163225.250080366,1128134.32369334,40001,40000
54,24_775.ecw,163225.250082387,1088134.32369444,40001,40000
55,24_776.ecw,163225.250084392,1048134.32369553,40001,40000
56,24_777.ecw,163225.250086387,1022353.77045493,40001,25781
57,25_766.ecw,203225.25010964,1448134.32368569,40001,38585
58,25_767.ecw,203225.250110861,1408134.32368676,40001,40000
59,25_768.ecw,203225.250112497,1368134.32368784,40001,40000
60,25_769.ecw,203225.250114118,1328134.32368892,40001,40000
61,25_770.ecw,203225.250115728,1288134.32369,40001,40000
62,25_771.ecw,203225.250117325,1248134.32369109,40001,40000
63,25_772.ecw,203225.250118906,1208134.32369218,40001,40000
64,25_773.ecw,203225.250120476,1168134.32369327,40001,40000
65,25_774.ecw,203225.250122035,1128134.32369436,40001,40000
66,25_775.ecw,203225.25012358,1088134.32369545,40001,40000
67,25_776.ecw,203225.250125112,1048134.32369655,40001,40000
68,25_777.ecw,203225.250126632,1008134.32369779,40001,40000
69,25_778.ecw,210009.438032204,968134.323699132,33216,40000
70,25_779.ecw,222343.776696527,928134.323700365,20882,40000
71,25_780.ecw,229354.757744505,908653.903779224,13871,19481
72,26_765.ecw,275303.19204499,1488134.32368591,7923,3843
73,26_765A.ecw,275303.192044988,1488134.32368591,7923,3843
74,26_765B.ecw,244585.539405018,1488134.32368543,24407,5710
75,26_766.ecw,243225.250145142,1448134.32368648,40001,40000
76,26_767.ecw,243225.250146343,1408134.32368756,40001,40000
77,26_768.ecw,243225.25014758,1368134.32368863,40001,40000
78,26_769.ecw,243225.250148805,1328134.32368971,40001,40000
79,26_770.ecw,243225.250150022,1288134.32369079,40001,40000
80,26_771.ecw,243225.250151228,1248134.32369187,40001,40000
81,26_772.ecw,243225.250152427,1208134.32369296,40001,40000
82,26_773.ecw,243225.250153614,1168134.32369405,40001,40000
83,26_774.ecw,243225.250154792,1128134.32369514,40001,40000
84,26_775.ecw,243225.250155961,1088134.32369623,40001,40000
85,26_776.ecw,243225.25015712,1048134.32369732,40001,40000
86,26_777.ecw,243225.250158269,1008134.32369842,40001,40000
87,26_778.ecw,243225.250159409,968134.323699512,40001,40000
88,26_779.ecw,243225.25016054,928134.323700614,40001,40000
89,26_780.ecw,243225.250161666,889020.269096747,40001,39115
90,26_781.ecw,282984.241397598,861297.049662132,242,3890
91,26_782.ecw,281469.008487332,824323.709683053,1757,11556
92,26_792.ecw,252630.883725378,408134.323715292,30595,39712
93,26_793.ecw,256696.881534785,403743.705307383,26529,4391
94,26_796.ecw,277304.82124108,248134.32372009,5921,5639
95,26_797.ecw,277357.32551497,237439.976784807,5868,10695
96,27_765.ecw,283225.250172943,1488134.32368602,40001,9004
97,27_766.ecw,283225.250173033,1448134.3236871,40001,40000
98,27_767.ecw,283225.250173965,1408134.32368817,40001,40000
99,27_768.ecw,283225.250174889,1368134.32368924,40001,40000
100,27_769.ecw,283225.250175806,1328134.32369032,40001,40000
101,27_770.ecw,283225.250176716,1288134.3236914,40001,40000
102,27_771.ecw,283225.25017762,1248134.32369248,40001,40000
103,27_772.ecw,283225.250178515,1208134.32369357,40001,40000
104,27_773.ecw,283225.250179405,1168134.32369465,40001,40000
105,27_774.ecw,283225.250180286,1128134.32369573,40001,40000
106,27_775.ecw,283225.250181161,1088134.32369683,40001,40000
107,27_776.ecw,283225.250182028,1048134.32369792,40001,40000
108,27_777.ecw,283225.250182888,1008134.32369901,40001,40000
109,27_778.ecw,283225.250183742,968134.323700108,40001,40000
110,27_779.ecw,283225.250184589,928134.323701203,40001,40000
111,27_780.ecw,283225.250185428,888134.323702317,40001,40000
112,27_781.ecw,283225.250186735,848134.323703483,40001,40000
113,27_782.ecw,283225.250187341,808134.323704541,40001,40000
114,27_783.ecw,285873.363747416,768134.323706008,37352,40000
115,27_784.ecw,317909.511678749,758516.162873216,5316,9619
116,27_791.ecw,291788.844365827,448134.323714629,31437,25509
117,27_792.ecw,283225.250195125,408134.32371565,40001,40000
118,27_793.ecw,283225.250195756,402544.945298046,26788,5590
119,27_796.ecw,283225.25019862,248134.323720165,40001,10048
120,27_797.ecw,283225.250198723,208134.323721372,40001,40000
121,27_798.ecw,286268.440630697,168134.323722702,36957,40000
122,27_799.ecw,308383.394008847,132229.63325661,14842,35905
123,28_765.ecw,340445.852856769,1488134.32368664,22780,10950
124,28_766.ecw,323225.250194552,1448134.32368755,40001,40000
125,28_767.ecw,323225.250195238,1408134.32368863,40001,40000
126,28_768.ecw,323225.250195922,1368134.3236897,40001,40000
127,28_769.ecw,323225.250196601,1328134.32369078,40001,40000
128,28_770.ecw,323225.250197274,1288134.32369186,40001,40000
129,28_771.ecw,323225.250197941,1248134.32369294,40001,40000
130,28_772.ecw,323225.250198603,1208134.32369402,40001,40000
131,28_773.ecw,323225.250199262,1168134.3236951,40001,40000
132,28_774.ecw,323225.250199914,1128134.32369619,40001,40000
133,28_775.ecw,323225.25020056,1088134.32369728,40001,40000
134,28_776.ecw,323225.250201201,1048134.32369837,40001,40000
135,28_777.ecw,323225.250201839,1008134.32369946,40001,40000
136,28_778.ecw,323225.25020247,968134.323700555,40001,40000
137,28_779.ecw,323225.250203097,928134.32370165,40001,40000
138,28_780.ecw,323225.250203718,888134.323702749,40001,40000
139,28_781.ecw,323225.250204334,848134.323703848,40001,40000
140,28_782.ecw,323225.250204947,808134.323704954,40001,40000
141,28_783.ecw,323225.250205553,768134.323706053,40001,40000
142,28_784.ecw,323225.250206161,728134.323707331,40001,40000
143,28_785.ecw,338041.128630183,707958.574928597,25185,20176
144,28_789.ecw,334364.372051755,528134.323712818,28861,17616
145,28_790.ecw,326477.168423986,488134.323713958,36749,40000
146,28_791.ecw,323225.250210447,448134.323714957,40001,40000
147,28_792.ecw,323225.250210809,420159.566147394,40001,27975
148,28_794.ecw,332665.406221305,328134.323718429,30560,29483
149,28_795.ecw,335011.767493085,288134.323719621,28214,40000
150,28_796.ecw,323225.250213431,248134.323720589,40001,40000
151,28_797.ecw,323225.250213563,208134.323721718,40001,40000
152,28_798.ecw,323225.250214101,168134.323722847,40001,40000
153,28_799.ecw,323225.250214638,128134.323724028,40001,40000
154,28_800.ecw,329011.409396619,111977.801503606,34214,16157
155,29_765.ecw,363225.250210825,1488134.32368682,32755,31976.6763131805
